author,orcid,affiliation,affiliation_type,country,paper_title,paper_year,paper_doi,paper_venue,author_position,topic_query,n_relevant_papers,industry_flag,score,query_class,tier,product_line,asset,hook,affil_suspect,affil_suspect_reason,export_review,export_note
Pharyanshu Kachhawa,0000-0002-2743-5827,University of Bristol,academic,GB,Enhanced Thermal Management in GaN Superlattice Castellated Field Effect Transistors,2026,https://doi.org/10.1109/led.2026.3696134,IEEE Electron Device Letters,first,GaN diamond thermal,1,0,36,core,T3,NONE,NONE,,N,,FALSE,
Qi Liang,,Tiangong University,academic,CN,Bicyclic Structure–Induced Crystallization Suppression in Bio‐Based Long‐Chain Polyamide Toward Simultaneous Toughening and High Optical Transparency,2026,https://doi.org/10.1002/pola.70205,Journal of Polymer Science,first,co-packaged optics thermal,1,0,36,displacement,T3,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Qian Lei,0000-0002-4664-9257,Central South University,academic,CN,Thermal transport mechanisms of copper/diamond composites fabricated by micro-alloying powder metallurgy,2026,https://doi.org/10.1016/j.carbon.2026.121739,Carbon,last,copper diamond composite,1,0,36,core,T3,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
S. Ress,0000-0003-4611-0718,Siemens (Germany),industry,DE,Improved Thermal Transient Testing of Wide Bandgap Devices with Extremely Low Channel Resistance,2026,https://doi.org/10.3390/en19112678,Energies,first,wide bandgap power device packaging,1,1,36,displacement,T4,NONE,NONE,,N,,FALSE,
Satoru Sugiyama,,Hiroshima Prefectural Rehabilitation Center,academic,JP,Multicenter prospective study on the safety and clinical feasibility of tributary vein ablation using a radial fiber,2026,https://doi.org/10.1177/02683555261453487,Phlebology The Journal of Venous Disease,last,laser diode thermal management,1,0,36,displacement,T3,NONE,NONE,,N,,FALSE,
Seokjun Kim,,Pennsylvania State University,academic,US,Optimization Factors for the Thermal Design of Packaged GaN High-Electron-Mobility Transistors,2026,https://doi.org/10.1109/ted.2026.3667665,IEEE Transactions on Electron Devices,first,diamond heat spreader,1,0,36,core,T3,NONE,NONE,,N,,FALSE,
Shiming Li,0000-0003-0977-040X,Wuhan University,academic,CN,Record- low thermal boundary resistance of GaN-on-diamond structure with ultra-high bonding rate via surface reconstruction bonding technique,2026,https://doi.org/10.1016/j.jallcom.2026.186906,Journal of Alloys and Compounds,first,GaN diamond thermal,1,0,36,core,T3,GaN-on-diamond,A1,,N,,TRUE,affiliation country China: human export review required before any contact
Shin Uegaki,,Mitsubishi Electric (Japan),industry,JP,Power Modules Lifetime Estimation Under Compound Tests,2026,https://doi.org/10.1109/tpel.2026.3688002,IEEE Transactions on Power Electronics,last,power module baseplate thermal,1,1,36,displacement,T2,copper-diamond-composite,A4,,N,,FALSE,
Sukwon Choi,,Pennsylvania State University,academic,US,Optimization Factors for the Thermal Design of Packaged GaN High-Electron-Mobility Transistors,2026,https://doi.org/10.1109/ted.2026.3667665,IEEE Transactions on Electron Devices,last,diamond heat spreader,1,0,36,core,T3,NONE,NONE,,N,,FALSE,
Sukwon Choi,,Pennsylvania State University,academic,US,High thermal boundary conductance across a GaN/SiC interface characterized via signal-ratio-based dual-frequency time-domain thermoreflectance,2026,https://doi.org/10.1063/5.0303711,Journal of Applied Physics,last,thermal boundary resistance GaN,1,0,36,displacement,T3,GaN-on-diamond,A1,,N,,FALSE,
T. Otsuka,,ROHM,industry,JP,Packaging of High Temperature 50 kW SiC Motor Drive Modules for Hybrid-Electric Vehicles,2026,https://doi.org/10.4071/001c.162677,IMAPSource Proceedings,last,die attach thermal resistance,1,1,36,displacement,T4,NONE,A4,,N,,FALSE,
Tailong Shi,,Southeast University,academic,CN,"Microscopic Mechanism of Glass Surface Activation, Annealing and Etching on Glass–Ti/Cu Interfacial Adhesion",2026,https://doi.org/10.3390/mi17070836,Micromachines,first,chiplet package thermal,1,0,36,displacement,T3,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Takashi Yamamoto,0000-0002-6516-2903,Yamamoto Hospital,academic,JP,Multicenter prospective study on the safety and clinical feasibility of tributary vein ablation using a radial fiber,2026,https://doi.org/10.1177/02683555261453487,Phlebology The Journal of Venous Disease,first,laser diode thermal management,1,0,36,displacement,T3,NONE,NONE,,N,,FALSE,
Takashi Yoshino,,NGK Spark Plug (Japan),industry,JP,Epitaxial growth and characterization of AlGaN/GaN HEMT structures on 4 inch directly bonded GaN/SiC substrates,2026,https://doi.org/10.35848/1347-4065/ae6c7c,Japanese Journal of Applied Physics,last,thermal boundary resistance GaN,1,1,36,displacement,T4,NONE,A1,,N,,FALSE,
Tianping Deng,,Huazhong University of Science and Technology,academic,CN,Permutation-Equivariant Graph Reinforcement Learning for Thermal-Aware Microservice Scheduling in Co-Packaged Optics Data Centers,2026,https://doi.org/10.3390/sym18071182,Symmetry,last,co-packaged optics thermal,1,0,36,displacement,T3,polycrystalline-CVD-diamond-wafer,A5,,N,,TRUE,affiliation country China: human export review required before any contact
Vanya Darakchieva,0000-0002-8112-7411,Linköping University,academic,SE,Impact of AlN buffer thickness on electrical and thermal characteristics of AlGaN/GaN/AlN HEMTs,2026,https://doi.org/10.1063/5.0310464,Applied Physics Letters,last,GaN HEMT thermal management,1,0,36,displacement,T3,NONE,A1,,N,,FALSE,
Weiguo Hu,,Chinese Academy of Sciences,academic,CN,Piezotronic probe modulates the piezoelectric-electric-thermal coupling field in GaN power electronics,2026,https://doi.org/10.1039/d5nh00772k,Nanoscale Horizons,last,GaN HEMT thermal management,1,0,36,displacement,T3,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Weiyang Long,,Zhengzhou University,academic,CN,Effect of carbide interface layer construction on the interface structure and thermal conductivity of diamond/copper composites,2026,https://doi.org/10.1016/j.ijrmhm.2026.107849,International Journal of Refractory Metals and Hard Materials,first,copper diamond composite,1,0,36,core,T3,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Wenbo Sun,0000-0003-3578-9868,Zhengzhou University of Aeronautics,academic,CN,"Effect of sintering temperature on the microstructure, composition, and heat transfer of the GaN/diamond interface",2026,https://doi.org/10.1016/j.ijheatmasstransfer.2026.128447,International Journal of Heat and Mass Transfer,first,GaN diamond thermal,1,0,36,core,T3,GaN-on-diamond,A1,,N,,TRUE,affiliation country China: human export review required before any contact
Xiangang Xu,,Shandong University,academic,CN,Simulation and Preparation of 2 in. Mosaic Single Crystal Diamond Process via MPCVD,2026,https://doi.org/10.1021/acs.cgd.5c01178,Crystal Growth & Design,last,single crystal diamond MPCVD,1,0,36,core,T3,single-crystal-CVD-diamond-plate,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Xiaohui Guo,0000-0002-0202-866X,Anhui University,academic,CN,Thermal-mechanical co-design and optimization of 2.5D chiplet integration,2026,https://doi.org/10.1016/j.microrel.2026.116156,Microelectronics Reliability,last,chiplet package thermal,1,0,36,displacement,T3,polycrystalline-CVD-diamond-wafer,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Xiaoyan Zhang,,Central South University,academic,CN,Thermal transport mechanisms of copper/diamond composites fabricated by micro-alloying powder metallurgy,2026,https://doi.org/10.1016/j.carbon.2026.121739,Carbon,first,copper diamond composite,1,0,36,core,T3,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Xinyu Liu,,Chinese Academy of Sciences,academic,CN,Investigation of N-polar GaN-diamond heterogeneous integration enabled by in-situ sputtered aluminum nitride interlayer,2026,https://doi.org/10.1016/j.diamond.2026.113310,Diamond and Related Materials,last,diamond thermal conductivity substrate,1,0,36,core,T3,GaN-on-diamond,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Xue-Feng Wu,,Beijing Microelectronics Technology Institute,academic,CN,β-Ga2O3 diodes with ultra-high surge current enabled by Ag/AMB-AlN flip-chip packaging,2026,https://doi.org/10.1016/j.jnlest.2026.100347,Journal of Electronic Science and Technology,last,wide bandgap power device packaging,1,0,36,displacement,T3,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Yali Mao,0009-0008-7026-5705,Wuhan University of Technology,academic,CN,Rapid Forecast of Device Transient Temperature Response at Wafer Level Through Transducer-Less Thermoreflectance Technique,2026,https://doi.org/10.1109/ted.2026.3669874,IEEE Transactions on Electron Devices,first,GaN HEMT thermal management,1,0,36,displacement,T3,polycrystalline-CVD-diamond-wafer,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Yang He,,Harbin Institute of Technology,academic,CN,Extracting deeply buried thermal resistance in Au/Au-bonded thick Si-on-diamond,2026,https://doi.org/10.1063/5.0314427,Applied Physics Letters,first,diamond heat spreader,1,0,36,core,T3,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Yang Liu,,National Institute for Materials Science,academic,JP,Study on interfacial mechanism of Ag–Si immiscible sintering for robust migration inhibition,2026,https://doi.org/10.1016/j.matdes.2026.116125,Materials & Design,first,die attach thermal resistance,1,0,36,displacement,T3,NONE,NONE,,N,,FALSE,
Yanlei Hu,,Precision Research (United States),industry,US,Laser-Assisted Mass Transfer Technology for Microlight-Emitting Diodes,2026,https://doi.org/10.1007/s41871-025-00289-2,Nanomanufacturing and Metrology,last,laser diode thermal management,1,1,36,displacement,T4,NONE,NONE,,N,,FALSE,
Ye Tian,,Chinese Academy of Sciences,academic,CN,Investigation of N-polar GaN-diamond heterogeneous integration enabled by in-situ sputtered aluminum nitride interlayer,2026,https://doi.org/10.1016/j.diamond.2026.113310,Diamond and Related Materials,first,diamond thermal conductivity substrate,1,0,36,core,T3,GaN-on-diamond,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Yingzhe Liu,0000-0003-4150-1111,Modern Electron (United States),industry,US,Dielectric properties of high-temperature resistant semi-alicyclic polyimides: Research and application exploration in power devices,2026,https://doi.org/10.1016/j.cej.2026.173496,Chemical Engineering Journal,last,wide bandgap power device packaging,1,1,36,displacement,T4,NONE,NONE,,N,,FALSE,
Young Joon Hong,,Sungkyunkwan University,academic,KR,"Advances and Future Challenges in Monolithic 3D Integrated Logic, Power, and Optoelectronics Technologies for Tightly Interconnected Intelligent Systems",2026,https://doi.org/10.1021/acsnano.5c15601,ACS Nano,last,laser diode thermal management,1,0,36,displacement,T3,polycrystalline-CVD-diamond-wafer,A2,,N,,FALSE,
Yuan Xi,,Chang'an University,academic,CN,Dielectric properties of high-temperature resistant semi-alicyclic polyimides: Research and application exploration in power devices,2026,https://doi.org/10.1016/j.cej.2026.173496,Chemical Engineering Journal,first,wide bandgap power device packaging,1,0,36,displacement,T3,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Yue Hao,,Xidian University,academic,CN,Record- low thermal boundary resistance of GaN-on-diamond structure with ultra-high bonding rate via surface reconstruction bonding technique,2026,https://doi.org/10.1016/j.jallcom.2026.186906,Journal of Alloys and Compounds,last,GaN diamond thermal,1,0,36,core,T3,GaN-on-diamond,A1,,N,,TRUE,affiliation country China: human export review required before any contact
Ze-Hao Zhao,,Chinese Academy of Sciences,academic,CN,Towards power device packaging: Development of Cu-Au 10min direct bonding to replace sintered Ag paste using high interface density surface activation layers,2026,https://doi.org/10.1016/j.msea.2026.149812,Materials Science and Engineering A,first,wide bandgap power device packaging,1,0,36,displacement,T3,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Zhaofu Zhang,0000-0002-1406-1256,Wuhan University of Technology,academic,CN,"Wafer Warpage of Silicon Interposer in Manufacturing Processes for High Density 2.5D Advanced Packaging: Causes, Measurement, Analysis and Optimization",2026,https://doi.org/10.1016/j.fmre.2026.05.008,Fundamental Research,last,chiplet package thermal,1,0,36,displacement,T3,polycrystalline-CVD-diamond-wafer,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Zhaoqi Qiu,,Wuhan University,academic,CN,Permutation-Equivariant Graph Reinforcement Learning for Thermal-Aware Microservice Scheduling in Co-Packaged Optics Data Centers,2026,https://doi.org/10.3390/sym18071182,Symmetry,first,co-packaged optics thermal,1,0,36,displacement,T3,polycrystalline-CVD-diamond-wafer,A5,,N,,TRUE,affiliation country China: human export review required before any contact
Zhenqiang Ma,0000-0001-9214-1342,University of Wisconsin–Madison,academic,US,Preliminary demonstration of diamond-GaN <i>p–n</i> diodes via grafting,2026,https://doi.org/10.1063/5.0309618,Applied Physics Letters,last,GaN diamond thermal,1,0,36,core,T3,NONE,NONE,,N,,FALSE,
Zhi-Quan Liu,,Chinese Academy of Sciences,academic,CN,Towards power device packaging: Development of Cu-Au 10min direct bonding to replace sintered Ag paste using high interface density surface activation layers,2026,https://doi.org/10.1016/j.msea.2026.149812,Materials Science and Engineering A,last,wide bandgap power device packaging,1,0,36,displacement,T3,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Zhihao Guo,0009-0009-5349-2081,Shandong University,academic,CN,Simulation and Preparation of 2 in. Mosaic Single Crystal Diamond Process via MPCVD,2026,https://doi.org/10.1021/acs.cgd.5c01178,Crystal Growth & Design,first,single crystal diamond MPCVD,1,0,36,core,T3,single-crystal-CVD-diamond-plate,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Zhikuang Cai,,Nanjing University of Posts and Telecommunications,academic,CN,Research on Intelligent Thermal Optimization for Chiplet-Based Heterogeneously Integrated AI Chip Embedded with Leaf-Vein-Inspired Fractal Microchannels,2026,https://doi.org/10.3390/ma19040679,Materials,last,chiplet package thermal,1,0,36,displacement,T3,polycrystalline-CVD-diamond-wafer,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Zi-Lin Hao,,Beijing Microelectronics Technology Institute,academic,CN,β-Ga2O3 diodes with ultra-high surge current enabled by Ag/AMB-AlN flip-chip packaging,2026,https://doi.org/10.1016/j.jnlest.2026.100347,Journal of Electronic Science and Technology,first,wide bandgap power device packaging,1,0,36,displacement,T3,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
