author,orcid,affiliation,affiliation_type,country,paper_title,paper_year,paper_doi,paper_venue,author_position,topic_query,n_relevant_papers,industry_flag,score
I. Steiner,,Check Point (Israel),industry,IL,Development of high performance thermoelectric modules with substrates made by vapor chamber technology,2024,https://doi.org/10.63527/1607-8829-2024-3-64-73,Journal of Thermoelectricity,middle,AlN ceramic substrate thermal conductivity power module,1,1,48
Jason S. Adams,0000-0001-5320-200X,RTX (United States),industry,US,Transferable Percolated Particle Monolayers Derived from Marangoni Flows for Thermally Conductive Dielectric Coatings,2024,https://doi.org/10.1021/acsami.4c14039,ACS Applied Materials & Interfaces,middle,diamond heat spreader electronics,1,1,48
Jiangjun Chen,,"Dalian Overseas, Huasheng Electronics Technology Co., Ltd., Dalian, 116000, China",industry,,Effect of Sn element on the interfacial reinforced AlN/Cu joint brazed by Ag–Cu–Ti–(Snx) filler,2024,https://doi.org/10.1007/s10854-024-12646-w,Journal of Materials Science Materials in Electronics,middle,AlN ceramic substrate thermal conductivity power module,1,1,48
Jun Gao,0000-0002-2364-5317,"Dalian Overseas, Huasheng Electronics Technology Co., Ltd., Dalian, 116000, China",industry,,Effect of Sn element on the interfacial reinforced AlN/Cu joint brazed by Ag–Cu–Ti–(Snx) filler,2024,https://doi.org/10.1007/s10854-024-12646-w,Journal of Materials Science Materials in Electronics,middle,AlN ceramic substrate thermal conductivity power module,1,1,48
Jun Lv,0009-0007-1371-9689,ON Semiconductor (China),industry,CN,Device packaging and integration optimization based on neural network method: Effect of microchannel structure on heat sink performance,2024,https://doi.org/10.1016/j.mssp.2024.108977,Materials Science in Semiconductor Processing,middle,advanced packaging thermal resistance high power,1,1,48
Kazutoshi Furuzono,,"High Performance Materials Department, Institute for Advanced Integrated Technology",industry,,Highly Functional Materials for Advanced Package,2024,https://doi.org/10.2494/photopolymer.37.335,Journal of Photopolymer Science and Technology,middle,co-packaged optics thermal management,1,1,48
Mairui Huang,,ON Semiconductor (China),industry,CN,Device packaging and integration optimization based on neural network method: Effect of microchannel structure on heat sink performance,2024,https://doi.org/10.1016/j.mssp.2024.108977,Materials Science in Semiconductor Processing,middle,advanced packaging thermal resistance high power,1,1,48
Masahiro Matsunaga,0000-0003-3325-9679,"High Performance Materials Department, Institute for Advanced Integrated Technology",industry,,Highly Functional Materials for Advanced Package,2024,https://doi.org/10.2494/photopolymer.37.335,Journal of Photopolymer Science and Technology,middle,co-packaged optics thermal management,1,1,48
Mika Kobune,,Resonac (Japan),industry,,Highly Functional Materials for Advanced Package,2024,https://doi.org/10.2494/photopolymer.37.335,Journal of Photopolymer Science and Technology,middle,co-packaged optics thermal management,1,1,48
Naoki Takahara,,"High Performance Materials Department, Institute for Advanced Integrated Technology",industry,,Highly Functional Materials for Advanced Package,2024,https://doi.org/10.2494/photopolymer.37.335,Journal of Photopolymer Science and Technology,middle,co-packaged optics thermal management,1,1,48
Shiqing Lv,,ON Semiconductor (China),industry,CN,Device packaging and integration optimization based on neural network method: Effect of microchannel structure on heat sink performance,2024,https://doi.org/10.1016/j.mssp.2024.108977,Materials Science in Semiconductor Processing,middle,advanced packaging thermal resistance high power,1,1,48
Yan Li,0000-0001-8141-9732,"Dalian Overseas, Huasheng Electronics Technology Co., Ltd., Dalian, 116000, China",industry,,Effect of Sn element on the interfacial reinforced AlN/Cu joint brazed by Ag–Cu–Ti–(Snx) filler,2024,https://doi.org/10.1007/s10854-024-12646-w,Journal of Materials Science Materials in Electronics,middle,AlN ceramic substrate thermal conductivity power module,1,1,48
Meiyong Liao,0000-0003-1361-4266,National Institute for Materials Science,academic,JP,Effect of surface vacancy defects on the phonon thermal transport across GaN/diamond interface,2024,https://doi.org/10.1016/j.surfin.2024.105666,Surfaces and Interfaces,last,GaN-on-diamond thermal management,3,0,44
David Michael Seagal,,,unknown,,Sovereign MHD Caterpillar Drive,2026,https://doi.org/10.5281/zenodo.20659258,Zenodo (CERN European Organization for Nuclear Research),first,diamond photonics thermal integration,2,0,44
Gai Wu,0000-0002-9726-6328,Shenzhen University,academic,CN,Shear-strain-dependent thermal conductivity of diamond explored via a machine learning potential,2026,https://doi.org/10.1063/5.0336299,Applied Physics Letters,last,diamond heat spreader electronics,2,0,44
Gai Wu,,Wuhan University of Technology,academic,CN,Multiscale investigation of thermal transport in β-Ga2O3-based heterointerfaces enabled by machine learning potential: cross-scale parameter,2026,https://doi.org/10.1038/s41524-026-02007-y,npj Computational Materials,last,diamond heat spreader electronics,2,0,44
Gang Zhang,0000-0001-9812-8106,Beijing Institute of Technology,academic,CN,Emerging Advanced Electronic Packaging Materials for Thermal Management in Power Electronics,2026,https://doi.org/10.1002/advs.202524348,Advanced Science,last,advanced packaging thermal resistance high power,2,0,44
Husam Walwil,0009-0008-1170-6638,Pennsylvania State University,academic,US,High Thermal Conductivity Transfer-Printed Polycrystalline Diamond Membranes for Device- and Chip-Level Thermal Management,2026,https://doi.org/10.1021/acsaelm.6c00310,ACS Applied Electronic Materials,first,GaN-on-diamond thermal management,2,0,44
Kexin Deng,0000-0001-8861-5146,Institute of Microelectronics,academic,SG,Low thermal boundary resistance and reduced junction temperature in GaN HEMTs via AlN-mediated top-side diamond integration,2026,https://doi.org/10.1088/1361-6641/ae5ccc,Semiconductor Science and Technology,first,GaN-on-diamond thermal management,2,0,44
Lijie Li,,Gower College Swansea,academic,GB,Multiscale investigation of thermal transport in β-Ga2O3-based heterointerfaces enabled by machine learning potential: cross-scale parameter,2026,,Cronfa (Swansea University),first,diamond heat spreader electronics,2,0,44
Liwen Sang,0000-0003-0946-1025,Fudan University,academic,CN,High-thermal-conductivity polycrystalline diamond grown on GaN via a cyclic-methane-modulation-assisted strategy,2026,https://doi.org/10.1063/5.0340227,Applied Physics Letters,last,thermal boundary resistance GaN diamond,2,0,44
Pharyanshu Kachhawa,0000-0002-2743-5827,University of Bristol,academic,GB,Enhanced Thermal Management in GaN Superlattice Castellated Field Effect Transistors,2026,https://doi.org/10.1109/led.2026.3696134,IEEE Electron Device Letters,first,GaN-on-diamond thermal management,2,0,44
Sukwon Choi,0000-0002-3664-1542,Pennsylvania State University,academic,US,High Thermal Conductivity Transfer-Printed Polycrystalline Diamond Membranes for Device- and Chip-Level Thermal Management,2026,https://doi.org/10.1021/acsaelm.6c00310,ACS Applied Electronic Materials,last,GaN-on-diamond thermal management,2,0,44
Weishan Lv,,Huazhong University of Science and Technology,academic,CN,Near-junction cooling technology for SiC power modules driven in-situ by thermoelectric effect,2026,https://doi.org/10.1016/j.applthermaleng.2026.132201,Applied Thermal Engineering,first,near-junction thermal management high power density,2,0,44
Yabing Li,,Fudan University,academic,CN,Polycrystalline diamond heteroepitaxy on the third-generation semiconductors for thermal dissipation,2026,https://doi.org/10.1016/j.mtelec.2026.100207,Materials Today Electronics,first,GaN-on-diamond thermal management,2,0,44
Yuanmeng Xiang,,Xidian University,academic,CN,Recent Advances in Diamond-Capped GaN HEMTs for RF Application,2026,https://doi.org/10.3390/nano16040224,Nanomaterials,first,thermal boundary resistance GaN diamond,2,0,44
Zan Wu,0009-0000-3888-8402,Institute of Semiconductors,academic,CN,Heat flux-dependent partial discharge behavior in a two-phase fluorinated liquid: Role of the microstructured heating surface,2026,https://doi.org/10.1063/5.0319532,Applied Physics Letters,last,near-junction thermal management high power density,2,0,44
Bing Cao,0000-0003-3588-972X,Tsinghua University,academic,CN,Transistor-level thermal management in wide and ultra-wide bandgap power semiconductor transistors: A review,2025,https://doi.org/10.1016/j.ijthermalsci.2025.110200,International Journal of Thermal Sciences,last,near-junction thermal management high power density,2,0,44
Boris Williams Henyo,0009-0005-6984-3369,University of Ghana,academic,GH,Sustainable Manufacturing and Applications of Wide-Bandgap Semiconductors—A Review,2025,https://doi.org/10.70322/ism.2025.10010,Intelligent and sustainable manufacturing,last,GaN-on-diamond thermal management,2,0,44
Chengming Li,0000-0001-8906-2256,University of Science and Technology Beijing,academic,CN,"Stress in CVD Diamond Films: Generation, Suppression, Application, and Measurement",2025,https://doi.org/10.15541/jim20250094,Journal of Inorganic Materials,first,GaN-on-diamond thermal management,2,0,44
Hongxing Wang,0000-0002-2883-0765,Xi'an Jiaotong University,academic,CN,Enhancing interfacial thermal transport in GaN-diamond heterointerfaces through thermally induced mixing layers,2025,https://doi.org/10.1088/1402-4896/ae0832,Physica Scripta,last,GaN-on-diamond thermal management,2,0,44
Jianbo Liang,0000-0001-5320-6377,Osaka Prefecture University,academic,JP,Direct Integration of Polycrystalline Diamond With 3C‐SiC for Enhanced Thermal Management in GaN HEMTs: Impact of Grain Structure and Interface Engineering,2025,https://doi.org/10.1002/admt.202500437,Advanced Materials Technologies,last,GaN-on-diamond thermal management,2,0,44
Jiayun Feng,0000-0002-6644-0477,Harbin Institute of Technology,academic,CN,Thermal-electrical coupling effect on the reliability of copper pillar bump joints with different initial IMC thickness and microstructure,2025,https://doi.org/10.1016/j.jmapro.2025.02.026,Journal of Manufacturing Processes,first,advanced packaging thermal resistance high power,2,0,44
Jinhua Qin,,Central South University,academic,CN,Multi-step transient liquid phase bonding of Ag-In-Sn composite solders joints for low interfacial thermal resistance and enhanced mechanical integrity,2025,https://doi.org/10.1016/j.matchar.2025.115599,Materials Characterization,first,advanced packaging thermal resistance high power,2,0,44
Junjun Wei,0000-0002-4245-2289,,unknown,,"Stress in CVD Diamond Films: Generation, Suppression, Application, and Measurement",2025,https://doi.org/10.15541/jim20250094,Journal of Inorganic Materials,last,GaN-on-diamond thermal management,2,0,44
Luckman Yeboah,,University of Ghana,academic,GH,"Wide-Bandgap Semiconductors: A Critical Analysis of GaN, SiC, AlGaN, Diamond, and Ga2O3 Synthesis Methods, Challenges, and Prospective Technological Innovations",2025,https://doi.org/10.70322/ism.2025.10011,Intelligent and sustainable manufacturing,first,GaN-on-diamond thermal management,2,0,44
Martin Kuball,0000-0003-3070-1070,University of Bristol,academic,GB,Thermal Boundary Resistance Reduction by Interfacial Nanopatterning for GaN-on-Diamond Electronics Applications,2025,https://doi.org/10.1021/acsaelm.5c00119,ACS Applied Electronic Materials,last,GaN-on-diamond thermal management,2,0,44
Muhannad S. Bakir,0000-0002-0380-0842,Georgia Institute of Technology,academic,US,Integrated Microfluidic Cooling of Heterogeneous HBM–GPU Package With Die Height Difference,2025,https://doi.org/10.1109/tcpmt.2025.3605312,IEEE Transactions on Components Packaging and Manufacturing Technology,last,advanced packaging thermal resistance high power,2,0,44
Rong Sun,0000-0001-9719-3563,Shenzhen Institutes of Advanced Technology,academic,CN,Laser-induced broad-spectrum strong absorption multiscale carbon-based nanofilms for photonic debonding based on the spatial confinement effect,2025,https://doi.org/10.1088/2631-7990/ae1db8,International Journal of Extreme Manufacturing,last,advanced packaging thermal resistance high power,2,0,44
Siddharth Rajan,0000-0003-4241-3391,The Ohio State University,academic,US,Progresses and Frontiers in Ultrawide Bandgap Semiconductors,2025,https://doi.org/10.1002/aelm.202400934,Advanced Electronic Materials,first,GaN-on-diamond thermal management,2,0,44
Siwei Tang,0000-0003-2903-3298,Central South University,academic,CN,Multi-step transient liquid phase bonding of Ag-In-Sn composite solders joints for low interfacial thermal resistance and enhanced mechanical integrity,2025,https://doi.org/10.1016/j.matchar.2025.115599,Materials Characterization,last,advanced packaging thermal resistance high power,2,0,44
Wei He,0000-0002-1375-4173,Nanjing University of Science and Technology,academic,CN,Integrated embedded cooling method for thermal management in multilayer ceramic circuit substrate microsystems for multi-chip components,2025,https://doi.org/10.1016/j.icheatmasstransfer.2025.109005,International Communications in Heat and Mass Transfer,first,near-junction thermal management high power density,2,0,44
Yanhong Tian,0000-0002-5877-7096,Harbin Institute of Technology,academic,CN,Thermal-electrical coupling effect on the reliability of copper pillar bump joints with different initial IMC thickness and microstructure,2025,https://doi.org/10.1016/j.jmapro.2025.02.026,Journal of Manufacturing Processes,last,advanced packaging thermal resistance high power,2,0,44
Yongjie Hu,0000-0001-7225-1130,"University of California, Los Angeles",academic,US,Advancing Thermal Management Technology for Power Semiconductors through Materials and Interface Engineering,2025,https://doi.org/10.1021/accountsmr.4c00349,Accounts of Materials Research,last,GaN-on-diamond thermal management,2,0,44
